product,complaint_what_happened,date_sent_to_company,issue,sub_product,zip_code,tags,has_narrative,complaint_id,timely,consumer_consent_provided,company_response,submitted_via,company,date_received,state,consumer_disputed,company_public_response,sub_issue
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,11356,,False,9999910,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,NY,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Debt collection,,2024-09-02T12:00:00-05:00,Written notification about debt,Other debt,66216,,False,9999909,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,KS,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Notification didn't disclose it was an attempt to collect a debt
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,33169,,False,9999908,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,FL,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Investigation took more than 30 days
Credit reporting or other personal consumer reports,"Recently i did an investigation on my credit report which caused severe XXXX upon me and found unverifiable, invalidated, inaccurate, and questionable items that your agency didn't make sure was reporting 100 % correct. Under 15 U.S. Code 1681e ( b ) ( b ) Accuracy of report Whenever a consumer reporting agency prepares a consumer report it shall follow reasonable procedures to assure maximum possible accuracy of the information concerning the individual about whom the report relates. I know that Under 15 U.S. Code 1681i ( 5 ) Treatment of inaccurate or unverifiable information ( A ) In general If, after any reinvestigation under paragraph ( 1 ) of any information disputed by a consumer, an item of the information is found to be inaccurate or incomplete or can not be verified, the consumer reporting agency shall ( i ) promptly delete that item of information from the file of the consumer, or modify that item of information, as appropriate, based on the results of the reinvestigation ; and ( ii ) promptly notify the furnisher of that information that the information has been modified or deleted from the file of the consumer. if you are unable to provide me a copy of verifiable proof within 15 days after your investigation, you must remove the accounts and or the information listed below. 

In violation of the Fair Debt Collection Practices Act. I do not know any of the alleged creditors and debt c

ollectors. I never sat across a table from any of the alleged creditors and debt collectors and never entered into a contract with any receiving a meeting of the minds. No valid contracts exist. All allege contracts are completely fraudulent an the attempt to enforce a fraudulent contract is unlawful due to the contract being created through the illegal activity of identity theft and power of attorney fraud. Please show good faith in this matter by expediting the securing of the alleged information listed on your sight in order to avoid me receiving further injury, damages, and losses due to me being a victim of identity theft. 

The Fair Billing Practices Act is intended to secure my right to privacy and my privacy has been breach so that's violate my rights under The Privacy Act of 1974 :, I am sure the removal of my information from your website will ensure my privacy rights won't be violated again due to my lack of consent.",2024-09-02T12:00:00-05:00,Improper use of your report,Credit reporting,07644,,True,9999907,Yes,Consent provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,NJ,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
Credit reporting or other personal consumer reports,These inquiries are a result of identity theft I have filed police report and ftc report when I noticed.i provided documentation to credit bureau and they still have not removed. I was a bit Im of identity theft,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,28262,,True,9999906,Yes,Consent provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,NC,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,30053,,False,9999905,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,GA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,34221,,False,9999904,Yes,Other,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,FL,N/A,,Credit inquiries on your report that you don't recognize
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Incorrect information on your report,Credit reporting,29571,,False,9999903,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,SC,N/A,,Account information incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Improper use of your report,Credit reporting,73149,,False,9999902,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,OK,N/A,,Reporting company used your report improperly
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,29229,,False,9999901,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,SC,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Incorrect information on your report,Credit reporting,43220,,False,9999900,Yes,,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,OH,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Information belongs to someone else
Bank account or service,,2013-11-18T12:00:00-05:00,Deposits and withdrawals,Checking account,94605,Older American,False,99999,Yes,N/A,Closed with explanation,Phone,WELLS FARGO & COMPANY,2012-06-12T12:00:00-05:00,CA,No,,
Credit card,,2024-09-03T12:00:00-05:00,Incorrect information on your report,General-purpose credit card or charge card,79749,,False,9999899,Yes,Consent not provided,Closed with explanation,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,TX,N/A,,Account status incorrect
Credit reporting or other personal consumer reports,,2024-09-03T12:00:00-05:00,Problem with a company's investigation into an existing problem,Credit reporting,28027,,False,9999898,Yes,Consent not provided,Closed with non-monetary relief,Web,"EQUIFAX, INC.",2024-09-03T12:00:00-05:00,NC,N/A,,Their investigation did not fix an error on your report
Credit reporting or other personal consumer reports,,2024-09-02T12:00:00-05:00,Improper use of your report,Credit reporting,95242,,False,9999897,Yes,Consent not provided,Closed with non-monetary relief,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",2024-09-02T12:00:00-05:00,CA,N/A,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Reporting company used your report improperly
